caja_id,alto,ancho,largo,utilizacion,cantidad_cajas_pallet
02cf77de65b70dd77905e2e33d78478f,291.0,266.4,355.5,0.8365275,48.0
02cf77de65b70dd77905e2e33d78478f,320.1,266.4,355.5,0.76472555625,40.0
02cf77de65b70dd77905e2e33d78478f,291.0,325.6,355.5,0.762260625,36.0
02cf77de65b70dd77905e2e33d78478f,261.9,266.4,355.5,0.7553843324999998,48.0
02cf77de65b70dd77905e2e33d78478f,320.1,325.6,355.5,0.6968332546875001,30.0
02cf77de65b70dd77905e2e33d78478f,291.0,296.0,355.5,0.694828125,36.0
02cf77de65b70dd77905e2e33d78478f,261.9,325.6,355.5,0.6883213443749999,36.0
02cf77de65b70dd77905e2e33d78478f,320.1,296.0,355.5,0.6351887109375,30.0
02cf77de65b70dd77905e2e33d78478f,261.9,296.0,355.5,0.627429796875,36.0
02cf77de65b70dd77905e2e33d78478f,291.0,266.4,434.5,0.50891625,24.0
02cf77de65b70dd77905e2e33d78478f,320.1,266.4,434.5,0.465234271875,20.0
02cf77de65b70dd77905e2e33d78478f,291.0,325.6,434.5,0.4637346875,18.0
02cf77de65b70dd77905e2e33d78478f,291.0,266.4,395.0,0.46359,24.0
02cf77de65b70dd77905e2e33d78478f,261.9,266.4,434.5,0.4595513737499999,24.0
02cf77de65b70dd77905e2e33d78478f,320.1,325.6,434.5,0.4239307934895834,15.0
02cf77de65b70dd77905e2e33d78478f,320.1,266.4,395.0,0.42379852500000004,20.0
02cf77de65b70dd77905e2e33d78478f,291.0,296.0,434.5,0.4227109375,18.0
02cf77de65b70dd77905e2e33d78478f,291.0,325.6,395.0,0.4224325,18.0
02cf77de65b70dd77905e2e33d78478f,261.9,325.6,434.5,0.4187524228124999,18.0
02cf77de65b70dd77905e2e33d78478f,261.9,266.4,395.0,0.4186217699999999,24.0
02cf77de65b70dd77905e2e33d78478f,320.1,296.0,434.5,0.38642824869791664,15.0
02cf77de65b70dd77905e2e33d78478f,320.1,325.6,395.0,0.3861737104166667,15.0
02cf77de65b70dd77905e2e33d78478f,291.0,296.0,395.0,0.3850625,18.0
02cf77de65b70dd77905e2e33d78478f,261.9,296.0,434.5,0.3817079765625,18.0
02cf77de65b70dd77905e2e33d78478f,261.9,325.6,395.0,0.3814565475,18.0
02cf77de65b70dd77905e2e33d78478f,320.1,296.0,395.0,0.3520113020833333,15.0
02cf77de65b70dd77905e2e33d78478f,261.9,296.0,395.0,0.3477114375,18.0
082c1cdb42b1abd201403ca33ca11ef0,170.1,223.2,383.0,0.9434092499999999,100.0
082c1cdb42b1abd201403ca33ca11ef0,189.0,223.2,383.0,0.9386685,90.0
082c1cdb42b1abd201403ca33ca11ef0,170.1,272.8,383.0,0.9159439333333331,80.0
082c1cdb42b1abd201403ca33ca11ef0,207.9,223.2,383.0,0.9140166,80.0
082c1cdb42b1abd201403ca33ca11ef0,189.0,272.8,383.0,0.9113412000000001,72.0
082c1cdb42b1abd201403ca33ca11ef0,207.9,272.8,383.0,0.8874069866666667,64.0
082c1cdb42b1abd201403ca33ca11ef0,170.1,223.2,344.7,0.851234315625,100.0
082c1cdb42b1abd201403ca33ca11ef0,189.0,223.2,344.7,0.84695675625,90.0
082c1cdb42b1abd201403ca33ca11ef0,170.1,248.0,383.0,0.8353356666666667,80.0
082c1cdb42b1abd201403ca33ca11ef0,189.0,248.0,383.0,0.831138,72.0
082c1cdb42b1abd201403ca33ca11ef0,170.1,272.8,344.7,0.8264524725,80.0
082c1cdb42b1abd201403ca33ca11ef0,207.9,223.2,344.7,0.8247134474999999,80.0
082c1cdb42b1abd201403ca33ca11ef0,189.0,272.8,344.7,0.8222994450000001,72.0
082c1cdb42b1abd201403ca33ca11ef0,207.9,248.0,383.0,0.8093101333333333,64.0
082c1cdb42b1abd201403ca33ca11ef0,207.9,272.8,344.7,0.800703702,64.0
082c1cdb42b1abd201403ca33ca11ef0,170.1,248.0,344.7,0.7537199624999998,80.0
082c1cdb42b1abd201403ca33ca11ef0,189.0,248.0,344.7,0.7499324249999999,72.0
082c1cdb42b1abd201403ca33ca11ef0,207.9,248.0,344.7,0.7302372300000001,64.0
082c1cdb42b1abd201403ca33ca11ef0,170.1,223.2,421.3,0.5177920921875,50.0
082c1cdb42b1abd201403ca33ca11ef0,189.0,223.2,421.3,0.515190121875,45.0
082c1cdb42b1abd201403ca33ca11ef0,170.1,272.8,421.3,0.5027176970833332,40.0
082c1cdb42b1abd201403ca33ca11ef0,207.9,223.2,421.3,0.50165987625,40.0
082c1cdb42b1abd201403ca33ca11ef0,189.0,272.8,421.3,0.5001914775,36.0
082c1cdb42b1abd201403ca33ca11ef0,207.9,272.8,421.3,0.4870551356666667,32.0
082c1cdb42b1abd201403ca33ca11ef0,170.1,248.0,421.3,0.45847568541666667,40.0
082c1cdb42b1abd201403ca33ca11ef0,189.0,248.0,421.3,0.45617178750000004,36.0
082c1cdb42b1abd201403ca33ca11ef0,207.9,248.0,421.3,0.44419151833333337,32.0
0835ff365412a67b720a19713ec250f3,278.0,286.0,386.0,0.9289631944444444,48.0
0835ff365412a67b720a19713ec250f3,305.8,286.0,386.0,0.8491219907407408,40.0
0835ff365412a67b720a19713ec250f3,250.2,286.0,386.0,0.83898,48.0
0835ff365412a67b720a19713ec250f3,278.0,257.4,386.0,0.8389009999999999,48.0
0835ff365412a67b720a19713ec250f3,278.0,286.0,347.4,0.8381834999999999,48.0
0835ff365412a67b720a19713ec250f3,305.8,257.4,386.0,0.7668003333333333,40.0
0835ff365412a67b720a19713ec250f3,305.8,286.0,347.4,0.7661445,40.0
0835ff365412a67b720a19713ec250f3,278.0,314.6,386.0,0.7642690416666668,36.0
0835ff365412a67b720a19713ec250f3,250.2,257.4,386.0,0.7576416,48.0
0835ff365412a67b720a19713ec250f3,250.2,286.0,347.4,0.7569935999999999,48.0
0835ff365412a67b720a19713ec250f3,278.0,257.4,347.4,0.7569223199999999,48.0
0835ff365412a67b720a19713ec250f3,305.8,314.6,386.0,0.6985827361111112,30.0
0835ff365412a67b720a19713ec250f3,305.8,257.4,347.4,0.69186744,40.0
0835ff365412a67b720a19713ec250f3,250.2,314.6,386.0,0.6902387999999999,36.0
0835ff365412a67b720a19713ec250f3,278.0,314.6,347.4,0.68958351,36.0
0835ff365412a67b720a19713ec250f3,250.2,257.4,347.4,0.6836037119999998,48.0
0835ff365412a67b720a19713ec250f3,305.8,314.6,347.4,0.6303161700000002,30.0
0835ff365412a67b720a19713ec250f3,250.2,314.6,347.4,0.622787616,36.0
0835ff365412a67b720a19713ec250f3,278.0,286.0,424.6,0.5098714444444444,24.0
0835ff365412a67b720a19713ec250f3,305.8,286.0,424.6,0.46604974074074074,20.0
0835ff365412a67b720a19713ec250f3,250.2,286.0,424.6,0.46048320000000004,24.0
0835ff365412a67b720a19713ec250f3,278.0,257.4,424.6,0.46043984,24.0
0835ff365412a67b720a19713ec250f3,305.8,257.4,424.6,0.4208666133333334,20.0
0835ff365412a67b720a19713ec250f3,278.0,314.6,424.6,0.4194772866666667,18.0
0835ff365412a67b720a19713ec250f3,250.2,257.4,424.6,0.41583974399999996,24.0
0835ff365412a67b720a19713ec250f3,305.8,314.6,424.6,0.3834246511111112,15.0
0835ff365412a67b720a19713ec250f3,250.2,314.6,424.6,0.378844992,18.0
0b72571a5bb7429ce7de424547e8d27d,156.6,286.0,386.0,0.8933583333333334,80.0
0b72571a5bb7429ce7de424547e8d27d,174.0,286.0,386.0,0.888503125,72.0
0b72571a5bb7429ce7de424547e8d27d,191.4,286.0,386.0,0.8648744444444444,64.0
0b72571a5bb7429ce7de424547e8d27d,156.6,257.4,386.0,0.8067479999999999,80.0
0b72571a5bb7429ce7de424547e8d27d,156.6,286.0,347.4,0.806058,80.0
0b72571a5bb7429ce7de424547e8d27d,174.0,257.4,386.0,0.8023635,72.0
0b72571a5bb7429ce7de424547e8d27d,174.0,286.0,347.4,0.80167725,72.0
0b72571a5bb7429ce7de424547e8d27d,191.4,257.4,386.0,0.7810256,64.0
